cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"1-hydroxypyrrolidine-2,5-dione;1H-imidazole",0,2,C7H9N3O3,70359310,154,183.164,13,SCHEMBL10402048,86.3,IRORSCJTALAKLS-UHFFFAOYSA-N,4,
carbamoyl 3-(1H-imidazol-5-yl)propanoate,5,2,C7H9N3O3,87674116,207,183.164,13,SCHEMBL4458206,98.1,UMHHGSDDMRVTFO-UHFFFAOYSA-N,4,0
"4,5,6,7-tetrahydro-3H-imidazo[4,5-c]pyridin-6-yl hydrogen carbonate",2,3,C7H9N3O3,57068740,211,183.164,13,,87.2,NTARFNMSEZWJIP-UHFFFAOYSA-N,5,-0.002
(2S)-2-(1H-imidazole-5-carbonylamino)propanoic acid,3,3,C7H9N3O3,79025963,219,183.164,13,AKOS017569199,95.1,KWPMXUHBHVTBNM-BYPYZUCNSA-N,4,0
2-[2-(1H-imidazol-5-yl)ethylamino]-2-oxoacetic acid,4,3,C7H9N3O3,65231491,207,183.164,13,AKOS014565836,95.1,YIUHYRDIKFKBPJ-UHFFFAOYSA-N,4,0
4-(dimethylcarbamoyl)-1H-imidazole-5-carboxylic acid,2,2,C7H9N3O3,21117607,229,183.164,13,CTK8I4499,86.3,YHZIFVSQSSWIJR-UHFFFAOYSA-N,4,0
2-(4-carbamoyl-1H-imidazol-5-yl)propanoic acid,3,3,C7H9N3O3,57371335,231,183.164,13,,109,BCLOFGIXJFRMGF-UHFFFAOYSA-N,4,0
"4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridin-4-yl hydrogen carbonate",2,3,C7H9N3O3,23172739,211,183.164,13,,87.2,DADKXBSSURQWKW-UHFFFAOYSA-N,5,-0.002
methyl 5-(2-amino-2-oxoethyl)-1H-imidazole-4-carboxylate,4,2,C7H9N3O3,15736175,219,183.164,13,CTK8J3101,98.1,GITIHRSWGFMTBJ-UHFFFAOYSA-N,4,0
4-(hydrazinecarbonyl)-N-methyl-1H-imidazole-5-carboxamide,2,4,C6H9N5O2,4736516,219,183.167,13,627470-09-1,113,VPTBQUUIFKNKRG-UHFFFAOYSA-N,4,-0.001
4-(2-acetylhydrazinyl)-1H-imidazole-5-carboxamide,3,4,C6H9N5O2,1497230,219,183.167,13,AC1LSWHN,113,XVFANWHBQFRJFS-UHFFFAOYSA-N,4,0
purine-3-sulfinate,0,0,C5H3N4O2S-,67245369,196,183.167,12,,103,GWNTUTLSZMNJOM-UHFFFAOYSA-M,6,-0.001
purine-1-sulfinate,0,0,C5H3N4O2S-,67246770,196,183.167,12,,103,JARDNFVVHBBWGR-UHFFFAOYSA-M,6,-0.001
7H-purine-2-sulfinate,0,1,C5H3N4O2S-,67247034,196,183.167,12,,114,SZKCTABMUJCQPY-UHFFFAOYSA-M,6,0
"azane;1-methyl-3,7-dihydropurine-2,6-dione",0,3,C6H9N5O2,22765200,242,183.167,13,,79.1,BAUYJLSPPCNIGC-UHFFFAOYSA-N,4,
"2-amino-3-hydroxy-1-methyl-2,7-dihydropurin-6-one",0,3,C6H9N5O2,21123212,235,183.167,13,CTK5C0076,98.5,VUPXWTUTXKABPI-UHFFFAOYSA-N,5,-0.001
7H-purine-6-sulfinate,0,1,C5H3N4O2S-,44538474,196,183.167,12,SCHEMBL14490174,114,HHXQKAMEEHJDMV-UHFFFAOYSA-M,6,-0.8
"1H-pyrrolo[2,1-f]purine-5-carbonitrile",0,1,C9H5N5,89386856,282,183.169,14,SCHEMBL14629306,69.8,PGHVPSGEKAIWDG-UHFFFAOYSA-N,3,0.001
"1,2,3-triamino-2,7-dihydropurin-6-one",0,4,C5H9N7O,66813167,233,183.171,13,SCHEMBL838423,130,SMAQRXXJINANIT-UHFFFAOYSA-N,6,-0.002
"2-amino-3,7-dihydropurin-6-one;hydrazine",0,5,C5H9N7O,87673853,225,183.171,13,SCHEMBL4457040,148,RXGWKVAMRRPSDO-UHFFFAOYSA-N,4,
"3-methyl-1-(trideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,59272720,267,183.182,13,SCHEMBL13384587,69.3,ZFXYFBGIUFBOJW-BMSJAHLVSA-N,3,0
"1-methyl-3-(trideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,59272722,267,183.182,13,SCHEMBL13384579,69.3,ZFXYFBGIUFBOJW-FIBGUPNXSA-N,3,0
"7,8-dideuterio-1-(deuteriomethyl)-3-methylpurine-2,6-dione",0,1,C7H8N4O2,45280549,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-GTDALWBISA-N,3,0
"7-deuterio-1-(dideuteriomethyl)-3-methylpurine-2,6-dione",0,1,C7H8N4O2,45280552,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-VLZJNYFYSA-N,3,0
"7,8-dideuterio-3-(deuteriomethyl)-1-methylpurine-2,6-dione",0,1,C7H8N4O2,45280599,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-CXMGYJILSA-N,3,0
"7-deuterio-1,3-bis(deuteriomethyl)purine-2,6-dione",0,1,C7H8N4O2,45280600,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-ILCKQIEWSA-N,3,0
"7-deuterio-3-(dideuteriomethyl)-1-methylpurine-2,6-dione",0,1,C7H8N4O2,45280604,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-RIAYTAFFSA-N,3,0
"1-(deuteriomethyl)-3-(dideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280606,267,183.182,13,,69.3,ZFXYFBGIUFBOJW-FUDHJZNOSA-N,3,0
azane;1H-imidazole;sulfuric acid,0,4,C3H9N3O4S,66842231,109,183.186,11,SCHEMBL916813,113,UNNOJXVSRNNIPQ-UHFFFAOYSA-N,6,
"4-N,5-N-dimethyl-1H-imidazol-3-ium-4,5-dicarboxamide",2,4,C7H11N4O2+,4284515,197,183.187,13,AC1N7SZN,88.1,FDMDLNWXKUUKOU-UHFFFAOYSA-O,2,0
6-amino-3-hydroxy-7H-purine-2-thione,0,3,C5H5N5OS,4233872,254,183.191,12,NSC526486,123,SWMFXSHQWOIUTG-UHFFFAOYSA-N,3,0
"2-(hydroxyamino)-3,7-dihydropurine-6-thione",1,4,C5H5N5OS,3036492,242,183.191,12,"2H-PURIN-2-ONE,1,3,6,7-TETRAHYDRO-6-THIOXO-,OXIME",117,KKRAGNQZMCYCHW-UHFFFAOYSA-N,3,-0.2
"1-amino-2-sulfanylidene-3,7-dihydropurin-6-one",0,3,C5H5N5OS,88436023,244,183.191,12,SCHEMBL9260345,119,KTVXNFHGQWFIKU-UHFFFAOYSA-N,4,-0.4
2-amino-1-sulfanyl-7H-purin-6-one,0,3,C5H5N5OS,18003976,254,183.191,12,SCHEMBL1843775,88.4,ISYATNHSJUPMST-UHFFFAOYSA-N,4,0
2-amino-3-hydroxy-7H-purine-6-thione,0,3,C5H5N5OS,21788493,254,183.191,12,,123,IDFVTRXISDYSQG-UHFFFAOYSA-N,3,0
"2-(sulfanylamino)-3,7-dihydropurin-6-one",1,4,C5H5N5OS,87300991,242,183.191,12,SCHEMBL1843779,83.2,NUIGWTHJDCDLPS-UHFFFAOYSA-N,3,-0.1
7H-purine-6-sulfinamide,1,2,C5H5N5OS,54243554,200,183.191,12,,117,QRRNKTBEDRGJTO-UHFFFAOYSA-N,6,-0.5
2-(dimethylamino)-3-(1H-imidazol-5-yl)propanoic acid,4,2,C8H13N3O2,3346360,184,183.207,13,"N,N-DIMETHYL-HISTIDINE",69.2,IMOBSLOLPCWZKQ-UHFFFAOYSA-N,4,-0.002
butyl 4-amino-1H-imidazole-5-carboxylate,5,2,C8H13N3O2,419225,175,183.207,13,Butyl 5-amino-1H-imidazole-4-carboxylate,81,KCNRGVNUCVXADE-UHFFFAOYSA-N,4,0.001
tert-butyl N-(1H-imidazol-5-yl)carbamate,3,2,C8H13N3O2,558020,188,183.207,13,TERT-BUTYL 1H-IMIDAZOL-4-YLCARBAMATE,67,XJNNJHSBTRIYHA-UHFFFAOYSA-N,3,0.001
ethyl (2S)-2-amino-3-(1H-imidazol-5-yl)propanoate,5,2,C8H13N3O2,111309,175,183.207,13,L-histidine ethyl ester,81,ACHWEOLUTJAHLV-ZETCQYMHSA-N,4,0
ethyl 2-amino-3-(1H-imidazol-5-yl)propanoate,5,2,C8H13N3O2,557664,175,183.207,13,ETHYL 2-AMINO-3-(1H-IMIDAZOL-4-YL)PROPANOATE,81,ACHWEOLUTJAHLV-UHFFFAOYSA-N,4,0
methyl (2S)-3-(1H-imidazol-5-yl)-2-(methylamino)propanoate,5,2,C8H13N3O2,7020801,175,183.207,13,AC1ODTXP,67,BHLAPZWOGGWVRR-ZETCQYMHSA-N,4,0
(2S)-2-(dimethylamino)-3-(1H-imidazol-5-yl)propanoic acid,4,2,C8H13N3O2,440274,184,183.207,13,"N,N-DIMETHYL-HIS-OH",69.2,IMOBSLOLPCWZKQ-ZETCQYMHSA-N,4,-0.002
(2S)-2-amino-3-(4-ethyl-1H-imidazol-5-yl)propanoic acid,4,3,C8H13N3O2,69568888,186,183.207,13,SCHEMBL5795467,92,YZULAXAZAWMKMK-YFKPBYRVSA-N,4,-0.002
2-amino-3-(4-ethyl-1H-imidazol-5-yl)propanoic acid,4,3,C8H13N3O2,69568890,186,183.207,13,SCHEMBL5795472,92,YZULAXAZAWMKMK-UHFFFAOYSA-N,4,-0.002
(2R)-3-(1H-imidazol-5-yl)-2-(methoxymethylamino)propanal,6,2,C8H13N3O2,59045034,154,183.207,13,,67,HEIALOSWCZZZAX-MRVPVSSYSA-N,4,0
5-[(3-hydroxypropylamino)methyl]-1H-imidazole-4-carbaldehyde,6,3,C8H13N3O2,89222488,154,183.207,13,SCHEMBL14002058,78,GZQMIQUPWMDHCF-UHFFFAOYSA-N,4,-0.001
4-[1H-imidazol-5-yl(methyl)amino]butanoic acid,5,2,C8H13N3O2,67154432,175,183.207,13,SCHEMBL1768788,69.2,HCTXLANUEIEBMG-UHFFFAOYSA-N,4,0
(2S)-3-(1H-imidazol-5-yl)-2-(methylamino)butanoic acid,4,3,C8H13N3O2,67094428,186,183.207,13,SCHEMBL1609610,78,JXWMDGIMORBFGO-MSZQBOFLSA-N,4,-0.002
(2S)-2-(dimethylazaniumyl)-3-(1H-imidazol-5-yl)propanoate,3,2,C8H13N3O2,6971285,179,183.207,13,"Nalpha,Nalpha-Dimethyl-L-histidine",73.2,IMOBSLOLPCWZKQ-ZETCQYMHSA-N,3,-0.001
5-amino-2-(1H-imidazol-5-yl)pentanoic acid,5,3,C8H13N3O2,9855661,175,183.207,13,CHEMBL67333,92,BSUQXFIQHAIGHA-UHFFFAOYSA-N,4,-0.002
tert-butyl 4-amino-1H-imidazole-5-carboxylate,3,2,C8H13N3O2,71346884,200,183.207,13,tert-Butyl 5-amino-1H-imidazole-4-carboxylate,81,CJNSSVVZPCVEAI-UHFFFAOYSA-N,4,0.001
ethyl 5-(2-aminoethyl)-1H-imidazole-4-carboxylate,5,2,C8H13N3O2,90476355,175,183.207,13,,81,OUKJLTYTLLEGHQ-UHFFFAOYSA-N,4,0
2-(1H-imidazol-5-yl)ethanamine;prop-2-enoic acid,3,3,C8H13N3O2,66788189,121,183.207,13,SCHEMBL748689,92,IXYLJFDHKUVUKU-UHFFFAOYSA-N,4,
(2S)-2-amino-2-(1H-imidazol-5-ylmethyl)butanoic acid,4,3,C8H13N3O2,68672112,198,183.207,13,SCHEMBL3513734,92,KNLKMSPZVWBGFO-QMMMGPOBSA-N,4,-0.002
5-[2-(dimethylamino)ethyl]-1H-imidazole-4-carboxylic acid,4,2,C8H13N3O2,82377987,184,183.207,13,ZINC82326870,69.2,GMWFGVQVVXNHEK-UHFFFAOYSA-N,4,-0.002
2-[methyl-[(5-methyl-1H-imidazol-4-yl)methyl]amino]acetic acid,4,2,C8H13N3O2,82407209,186,183.207,13,AKOS022705104,69.2,GKAIRHDSODWQKT-UHFFFAOYSA-N,4,-0.002
2-[2-(1H-imidazol-5-yl)ethyl-methylamino]acetic acid,5,2,C8H13N3O2,82407275,175,183.207,13,ZINC82394370,69.2,SKDHTHYBPCOTTP-UHFFFAOYSA-N,4,-2.4
2-[1-(1H-imidazol-5-yl)ethyl-methylamino]acetic acid,4,2,C8H13N3O2,82407201,186,183.207,13,AKOS022705096,69.2,HHISSCFPZRSZQK-UHFFFAOYSA-N,4,-0.002
"(3S,4S)-1-(1H-imidazol-5-ylmethyl)pyrrolidine-3,4-diol",2,3,C8H13N3O2,58069802,169,183.207,13,SCHEMBL2621404,72.4,YIOAQXFUABACCR-YUMQZZPRSA-N,4,-0.001
2-(dimethylamino)-2-(5-methyl-1H-imidazol-4-yl)acetic acid,3,2,C8H13N3O2,82372771,196,183.207,13,AKOS022667770,69.2,YSYWCTAYLLEITB-UHFFFAOYSA-N,4,-0.002
methyl 2-amino-3-(1H-imidazol-5-yl)butanoate,4,2,C8H13N3O2,10397464,186,183.207,13,SCHEMBL9789201,81,RBBQPXMYKYGYEN-UHFFFAOYSA-N,4,0
N-(4-hydroxybutan-2-yl)-1H-imidazole-5-carboxamide,4,3,C8H13N3O2,81042325,175,183.207,13,AKOS019611541,78,PYWVUCNRBDOFFM-UHFFFAOYSA-N,3,0
"(2R,3S,5R)-2-(aminomethyl)-5-(1H-imidazol-5-yl)oxolan-3-ol",2,3,C8H13N3O2,10487706,179,183.207,13,"5-Amino-1-(1H-imidazol-4-yl)-1,2,5-trideoxy-beta-D-ribofuranose",84.2,OKRDBAGJOFEAMC-XLPZGREQSA-N,4,-0.001
2-amino-5-(1H-imidazol-5-yl)pentanoic acid,5,3,C8H13N3O2,10375099,175,183.207,13,5-(4-Imidazolyl)-2-aminopentanoic acid,92,NPEYEGLHWCRYHJ-UHFFFAOYSA-N,4,-0.002
N-[(2-methylpropan-2-yl)oxy]-1H-imidazole-5-carboxamide,3,2,C8H13N3O2,82725794,188,183.207,13,AKOS021043834,67,GGJHRDZQKBQJJW-UHFFFAOYSA-N,3,0
(2S)-3-(1H-imidazol-5-yl)-2-methyl-2-(methylamino)propanoic acid,4,3,C8H13N3O2,70120502,198,183.207,13,SCHEMBL7532845,78,SPHDEPXPWIREFF-QMMMGPOBSA-N,4,-0.002
methyl 2-[(5-methyl-1H-imidazol-4-yl)methylamino]acetate,5,2,C8H13N3O2,62747253,175,183.207,13,AKOS012040700,67,CIVNVDVZRVIVET-UHFFFAOYSA-N,4,0
2-[(5-methyl-1H-imidazol-4-yl)methylamino]propanoic acid,4,3,C8H13N3O2,62741385,186,183.207,13,AKOS012034714,78,VYTXYDXEDWFFIL-UHFFFAOYSA-N,4,-0.002
methyl 3-(1H-imidazol-5-ylmethylamino)propanoate,6,2,C8H13N3O2,62762810,164,183.207,13,AKOS012056475,67,FHACNTVUUCTDQK-UHFFFAOYSA-N,4,0
ethyl 2-(1H-imidazol-5-ylmethylamino)acetate,6,2,C8H13N3O2,62763376,164,183.207,13,AKOS012057065,67,ARCHLBRJNIISIJ-UHFFFAOYSA-N,4,0
methyl 2-(1H-imidazol-5-ylmethylamino)propanoate,5,2,C8H13N3O2,62761420,175,183.207,13,AKOS012055044,67,VKZPDYCPPXFESP-UHFFFAOYSA-N,4,0
methyl 2-amino-3-(5-methyl-1H-imidazol-4-yl)propanoate,4,2,C8H13N3O2,64147092,186,183.207,13,AKOS013465669,81,GZVORNJICRIIGI-UHFFFAOYSA-N,4,0
N-[2-(1H-imidazol-5-yl)ethyl]-2-methoxyacetamide,5,2,C8H13N3O2,64178198,164,183.207,13,AKOS013497581,67,NBFILBABSUAXRQ-UHFFFAOYSA-N,3,-0.6
2-ethoxy-N-(1H-imidazol-5-ylmethyl)acetamide,5,2,C8H13N3O2,65678698,164,183.207,13,AKOS015018271,67,YXYBYTYAIZDKRB-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-3-methoxypropanamide,5,2,C8H13N3O2,65690391,164,183.207,13,AKOS015029983,67,JJEIVIQODDLLSW-UHFFFAOYSA-N,3,-0.001
propan-2-yl N-(1H-imidazol-5-ylmethyl)carbamate,4,2,C8H13N3O2,65692839,173,183.207,13,AKOS015032449,67,UXYBETGUAAUNHD-UHFFFAOYSA-N,3,0
N-ethyl-N-(2-hydroxyethyl)-1H-imidazole-5-carboxamide,4,2,C8H13N3O2,65937732,175,183.207,13,AKOS015279478,69.2,PFGVKDNQOOHHCL-UHFFFAOYSA-N,3,0
4-(1H-imidazol-5-ylmethylamino)butanoic acid,6,3,C8H13N3O2,62763203,164,183.207,13,SCHEMBL1768789,78,RYHYDVZBJNWGNT-UHFFFAOYSA-N,4,-0.003
methyl (2S)-2-(1H-imidazol-5-ylmethylamino)propanoate,5,2,C8H13N3O2,62763548,175,183.207,13,AKOS012057244,67,VKZPDYCPPXFESP-LURJTMIESA-N,4,0
N-(3-hydroxy-2-methylpropyl)-1H-imidazole-5-carboxamide,4,3,C8H13N3O2,65939554,175,183.207,13,AKOS015281308,78,RXWSXFBPHYWILC-UHFFFAOYSA-N,3,0
N-(2-hydroxy-2-methylpropyl)-1H-imidazole-5-carboxamide,3,3,C8H13N3O2,65939555,194,183.207,13,AKOS015281309,78,AOSJLDOBZPGIAP-UHFFFAOYSA-N,3,0
N-(1-hydroxybutan-2-yl)-1H-imidazole-5-carboxamide,4,3,C8H13N3O2,65940566,175,183.207,13,AKOS015282324,78,MBNGNSCXQMSAJT-UHFFFAOYSA-N,3,0
N-(2-hydroxypropyl)-N-methyl-1H-imidazole-5-carboxamide,3,2,C8H13N3O2,65938537,186,183.207,13,AKOS015280289,69.2,NQZKTDRVLQUVBC-UHFFFAOYSA-N,3,0
4-amino-5-(1H-imidazol-5-yl)pentanoic acid,5,3,C8H13N3O2,62962052,175,183.207,13,AKOS012260124,92,KMAWZMSGJUMOFI-UHFFFAOYSA-N,4,-0.002
N-(3-hydroxybutyl)-1H-imidazole-5-carboxamide,4,3,C8H13N3O2,64540337,175,183.207,13,AKOS013865349,78,UGDNXEAHSWRAJU-UHFFFAOYSA-N,3,0
(2S)-2-(hydroxyamino)-1-(1H-imidazol-5-yl)pentan-3-one,5,3,C8H13N3O2,88988150,175,183.207,13,SCHEMBL12957781,78,XZSTYPSPMBAYHA-ZETCQYMHSA-N,4,0
4-hydroxy-N-(1H-imidazol-5-ylmethyl)butanamide,5,3,C8H13N3O2,79193166,164,183.207,13,AKOS017744830,78,AQULFTBLMQHKRR-UHFFFAOYSA-N,3,-0.001
N-(1-hydroxy-2-methylpropan-2-yl)-1H-imidazole-5-carboxamide,3,3,C8H13N3O2,20730326,194,183.207,13,SCHEMBL3585034,78,ASFPUJVEZHGVDO-UHFFFAOYSA-N,3,0
2-[2-(1H-imidazol-5-yl)ethylamino]propanoic acid,5,3,C8H13N3O2,65440454,175,183.207,13,AKOS014777276,78,VKUXHLWIXKTHOJ-UHFFFAOYSA-N,4,-0.002
methyl 2-amino-3-(1H-imidazol-5-yl)-2-methylpropanoate,4,2,C8H13N3O2,21198397,198,183.207,13,SCHEMBL2786983,81,KUNCHZLGTRHEKK-UHFFFAOYSA-N,4,0
methyl (2R)-3-(1H-imidazol-5-yl)-2-(methylamino)propanoate,5,2,C8H13N3O2,91140841,175,183.207,13,ZINC34319405,67,BHLAPZWOGGWVRR-SSDOTTSWSA-N,4,0
[(2S)-2-amino-3-(1H-imidazol-5-yl)propyl] acetate,5,2,C8H13N3O2,53787306,175,183.207,13,SCHEMBL6553092,81,DZKJXMSEWKYTQF-ZETCQYMHSA-N,4,0
(2S)-2-amino-3-(1H-imidazol-5-yl)-3-methylbutanoic acid,3,3,C8H13N3O2,54081796,206,183.207,13,CHEMBL3276853,92,MNQJYYRGRWQDMM-ZCFIWIBFSA-N,4,-0.002
3-[1H-imidazol-5-ylmethyl(methyl)amino]propanoic acid,5,2,C8H13N3O2,84758744,175,183.207,13,AKOS024190849,69.2,RIHFZYJYHADSDQ-UHFFFAOYSA-N,4,-0.002
methyl (2S)-2-amino-3-(1H-imidazol-5-yl)-2-methylpropanoate,4,2,C8H13N3O2,57286944,198,183.207,13,,81,KUNCHZLGTRHEKK-QMMMGPOBSA-N,4,0
propyl N-(1H-imidazol-5-ylmethyl)carbamate,5,2,C8H13N3O2,54188292,164,183.207,13,,67,PGRMMSQXJOYRNA-UHFFFAOYSA-N,3,0
2-amino-3-(1H-imidazol-5-yl)pentanoic acid,4,3,C8H13N3O2,12344809,186,183.207,13,SCHEMBL5287885,92,YDLHOVNLKMZLOI-UHFFFAOYSA-N,4,-0.002
"1-(1H-imidazol-5-ylmethyl)pyrrolidine-3,4-diol",2,3,C8H13N3O2,76686331,169,183.207,13,,72.4,YIOAQXFUABACCR-UHFFFAOYSA-N,4,-0.001
2-(ethylamino)-3-(1H-imidazol-5-yl)propanoic acid,5,3,C8H13N3O2,23045669,175,183.207,13,SCHEMBL201189,78,GOJNPUFEMFOJBT-UHFFFAOYSA-N,4,-0.002
ethyl N-[2-(1H-imidazol-5-yl)ethyl]carbamate,5,2,C8H13N3O2,15194149,164,183.207,13,AKOS013515016,67,BMDYQEZLEVCYHX-UHFFFAOYSA-N,3,0.3
3-[(5-methyl-1H-imidazol-4-yl)methylamino]propanoic acid,5,3,C8H13N3O2,15841804,175,183.207,13,AKOS012042185,78,HXTHIRKUEAMQKO-UHFFFAOYSA-N,4,-0.002
ethyl (2R)-2-amino-3-(1H-imidazol-5-yl)propanoate,5,2,C8H13N3O2,28766242,175,183.207,13,Ethyl L-histidinate,81,ACHWEOLUTJAHLV-SSDOTTSWSA-N,4,0
ethyl 5-(methylaminomethyl)-1H-imidazole-4-carboxylate,5,2,C8H13N3O2,15008997,175,183.207,13,"1H-Imidazole-4-carboxylic acid, 5-[(methylamino)methyl]-, ethyl ester",67,VJSQEKXQGNSVLN-UHFFFAOYSA-N,4,0
3-(1H-imidazol-5-yl)-2-(methylamino)butanoic acid,4,3,C8H13N3O2,77224918,186,183.207,13,SCHEMBL14948139,78,JXWMDGIMORBFGO-UHFFFAOYSA-N,4,-0.002
2-amino-2-methyl-3-(5-methyl-1H-imidazol-4-yl)propanoic acid,3,3,C8H13N3O2,14375248,210,183.207,13,HE039349,92,FDALTZLZQOTGSI-UHFFFAOYSA-N,4,-0.002
(2S)-2-amino-5-(1H-imidazol-5-yl)pentanoic acid,5,3,C8H13N3O2,44586266,175,183.207,13,CHEMBL449974,92,NPEYEGLHWCRYHJ-ZETCQYMHSA-N,4,-0.002
methyl 3-(1H-imidazol-5-yl)-2-(methylamino)propanoate,5,2,C8H13N3O2,14560188,175,183.207,13,SCHEMBL12765185,67,BHLAPZWOGGWVRR-UHFFFAOYSA-N,4,0
N-[1-hydroxy-3-(1H-imidazol-5-yl)propan-2-yl]acetamide,4,3,C8H13N3O2,86177127,175,183.207,13,N-Acetylhistidinol,78,NBLIVUWORVKDJI-UHFFFAOYSA-N,3,0
(2S)-2-(ethylamino)-3-(1H-imidazol-5-yl)propanoic acid,5,3,C8H13N3O2,22839917,175,183.207,13,"L-Histidine, N-ethyl-",78,GOJNPUFEMFOJBT-ZETCQYMHSA-N,4,-0.002
N-[(2S)-1-hydroxy-3-(1H-imidazol-5-yl)propan-2-yl]acetamide,4,3,C8H13N3O2,54102436,175,183.207,13,SCHEMBL14393850,78,NBLIVUWORVKDJI-QMMMGPOBSA-N,3,0
3-(1H-imidazol-5-ylmethyl)benzonitrile,2,1,C11H9N3,24825511,230,183.209,14,CHEMBL503691,52.5,YMVDRTGZDZIUGC-UHFFFAOYSA-N,2,0.001
6-(1H-pyrrol-3-yl)-1H-benzimidazole,1,2,C11H9N3,46234181,207,183.209,14,SCHEMBL2457156,44.5,MUJSNNPNOLBZRG-UHFFFAOYSA-N,1,0.001
6-(1H-pyrrol-2-yl)-1H-benzimidazole,1,2,C11H9N3,67415293,207,183.209,14,SCHEMBL2455532,44.5,QUKRDGNTPKBNCM-UHFFFAOYSA-N,1,0.001
N-(3-ethynylphenyl)-1H-imidazol-5-amine,3,2,C11H9N3,54547008,230,183.209,14,,40.7,ZHFQYGVJJIGJNX-UHFFFAOYSA-N,2,0.002
7-(1H-imidazol-5-yl)-1H-indole,1,2,C11H9N3,68348068,207,183.209,14,SCHEMBL12676642,44.5,SRTJDIZMJRPFMS-UHFFFAOYSA-N,1,0.001
5-(1H-imidazol-5-yl)-1H-indole,1,2,C11H9N3,68348124,207,183.209,14,SCHEMBL12676739,44.5,RIWQSCLVXUBCKG-UHFFFAOYSA-N,1,2.1
6-(1H-imidazol-5-yl)-1H-indole,1,2,C11H9N3,68348069,207,183.209,14,SCHEMBL12676643,44.5,QNHBWNLRKXKLFT-UHFFFAOYSA-N,1,0.001
2-(1H-imidazol-5-ylmethyl)benzonitrile,2,1,C11H9N3,55253869,230,183.209,14,AKOS006289009,52.5,VWUPKCBMXWYRTH-UHFFFAOYSA-N,2,0.001
4-(1H-imidazol-5-yl)-2-methylbenzonitrile,1,1,C11H9N3,55254079,242,183.209,14,AKOS006289514,52.5,RGNURFBGDVYYAR-UHFFFAOYSA-N,2,0.001
1-(3H-benzimidazol-5-yl)cyclopropane-1-carbonitrile,1,1,C11H9N3,83696692,286,183.209,14,AKOS023430763,52.5,DFOJNNYNTKYKOP-UHFFFAOYSA-N,2,0.001
5-(2-methylphenyl)-1H-imidazole-4-carbonitrile,1,1,C11H9N3,84110956,242,183.209,14,AKOS023881130,52.5,JIQJMNZVLJPGAX-UHFFFAOYSA-N,2,0.002
5-(4-methylphenyl)-1H-imidazole-4-carbonitrile,1,1,C11H9N3,84110955,234,183.209,14,AKOS023881129,52.5,GXQWRKAMYATSGV-UHFFFAOYSA-N,2,0.002
5-(3-methylphenyl)-1H-imidazole-4-carbonitrile,1,1,C11H9N3,84110957,242,183.209,14,AKOS023881135,52.5,RLBPLVHSMRWWRY-UHFFFAOYSA-N,2,0.002
"5-methyl-3H-imidazo[4,5-h]quinoline",0,1,C11H9N3,58517480,219,183.209,14,,41.6,GGRWJLOZTZULJA-UHFFFAOYSA-N,2,0.002
"4-methyl-1H-imidazo[4,5-h]quinoline",0,1,C11H9N3,58517415,219,183.209,14,,41.6,PSQKGOIRANVPAK-UHFFFAOYSA-N,2,0.002
4-(5-methyl-1H-imidazol-4-yl)benzonitrile,1,1,C11H9N3,10726137,234,183.209,14,4-(4-Cyanophenyl)-5-methyl-1H-imidazole,52.5,OSAIXAIQKDXJEE-UHFFFAOYSA-N,2,0.001
4-(1H-imidazol-5-yl)-3-methylbenzonitrile,1,1,C11H9N3,57096069,242,183.209,14,,52.5,FGDWGUBKZOKGPN-UHFFFAOYSA-N,2,0.001
2-(1H-imidazol-5-yl)-6-methylbenzonitrile,1,1,C11H9N3,57074508,242,183.209,14,,52.5,SQMMEDXLJUGRRQ-UHFFFAOYSA-N,2,0.001
4-(1H-imidazol-5-ylmethyl)benzonitrile,2,1,C11H9N3,22016819,222,183.209,14,SCHEMBL2787662,52.5,HLITWGOISFFJMV-UHFFFAOYSA-N,2,0.001
3-(1H-imidazol-5-yl)-1H-indole,1,2,C11H9N3,18356905,207,183.209,14,SCHEMBL7025071,44.5,UQAYXDFJSCXCLV-UHFFFAOYSA-N,1,0.001
3H-benzo[e]benzimidazol-8-amine,0,2,C11H9N3,57357345,219,183.209,14,"1H-Naphth[1,2-d]imidazol-8-amine",54.7,WPYFDQQRQYCXFD-UHFFFAOYSA-N,2,0.002
4-(1H-pyrrol-2-yl)-1H-benzimidazole,1,2,C11H9N3,91287218,207,183.209,14,,44.5,SBXARHVGDYPJLP-UHFFFAOYSA-N,1,0.001
"4-methyl-1H-imidazo[4,5-f]quinoline",0,1,C11H9N3,45078080,219,183.209,14,ZINC95922461,41.6,NQBWIRWVVJMLQL-UHFFFAOYSA-N,2,0.002
